File name, Name image, cell number, cluster number, cluster size um2, cluster density um-2
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 11, 1.3189, 670.6347
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 12, 0.0121, 415.777
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 13, 0.4114, 522.2825
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 14, 0.0121, 390.0168
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 15, 0.0121, 371.8226
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 16, 0.5566, 561.4935
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 17, 0.3267, 520.7228
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 18, 0.0121, 369.3103
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 19, 0.363, 427.1509
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 20, 0.3751, 520.7069
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 21, 0.3509, 518.8672
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 22, 0.0121, 362.5386
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 23, 0.2662, 530.9683
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 24, 0.0121, 420.9475
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 25, 0.0121, 381.5197
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 26, 0.5445, 456.0853
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 27, 0.0121, 427.089
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 28, 0.0484, 462.2247
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 29, 0.0363, 407.9409
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 30, 2.1901, 608.1584
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 31, 0.0121, 382.2233
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 32, 0.0121, 412.4207
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 33, 0.0121, 395.8131
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 34, 0.0242, 467.7088
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 35, 0.1089, 416.9591
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 36, 0.0363, 407.8902
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 37, 0.0121, 406.0203
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 38, 0.1089, 401.5832
C:\Users\omikhajl\Documents\WORKFLOW\2021\10_OCTOBER\WEEK_2510\25102021\mef_b1HT\slb18_inv_Mn_plus\flask2\45-1h\adherent\17\max_17.tif, max_17.tif, Cell_2, 39, 0.0121, 375.3946
